tweetid,userid,user_display_name,tweet_time,Traffic,Traffic_keywords,Travel,Travel_keywords,Terrorism,Terrorism_keywords,Weather (Regular),Weather (Regular)_keywords,Weather (Extreme),Weather (Extreme)_keywords,Crime,Crime_keywords,Events,Events_keywords,Education,Education_keywords,Health,Health_keywords,Sports,Sports_keywords,Lifestyle,Lifestyle_keywords,Politics,Politics_keywords,Economy,Economy_keywords,Entertainment,Entertainment_keywords,Religion,Religion_keywords,Stock Exchange,Stock Exchange_keywords,Courthouse types stories,Courthouse types stories_keywords,City Hall types stories,City Hall types stories_keywords,Business,Business_keywords,Leisure,Leisure_keywords,Obituaries,Obituaries_keywords,2nd Amendment,2nd Amendment_keywords,Russian Sphere,Russian Sphere_keywords,Immigration,Immigration_keywords,Race,Race_keywords,State House types stories,State House types stories_keywords,Abortion,Abortion_keywords,Science,Science_keywords,Technology,Technology_keywords
812781423044263936,2620614029,Philadelphia Online,2016-12-24 22:06:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('christmas',)",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812136956293509120,2547141851,Chicago Daily News,2016-12-23 03:25:00,0.0,(),,,,,0.0,(),1.0,"('shelter',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811663186084691968,2547141851,Chicago Daily News,2016-12-21 20:02:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('golf',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813045467143671808,2753338899,San Antonio Top News,2016-12-25 15:35:00,0.0,(),,,,,0.0,(),,,1.0,"('arrest',)",,,,,,,,,,,,,,,,,1.0,"('pastor',)",,,,,,,,,,,,,,,,,,,1.0,"('racist',)",,,,,,,,
811958531431743488,2752677905,New York City Today,2016-12-22 15:36:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,1.0,"('science',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811645990918823936,2628066159,Houston Top News,2016-12-21 18:54:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812359381232783360,2944944427,Miami Today,2016-12-23 18:09:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('loan',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811220017639526400,3899481526,Syria Today,2016-12-20 14:41:00,0.0,(),,,1.0,"('militant',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811701611743629312,2944944427,Miami Today,2016-12-21 22:35:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,1.0,"('post',)",,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811655800980639744,2547141851,Chicago Daily News,2016-12-21 19:33:00,0.0,(),,,1.0,"('shoot',)",0.0,(),,,1.0,"('cop',)",,,,,,,,,,,,,,,,,,,,,1.0,"('judge',)",,,,,,,,,,,,,,,,,,,,,,,,
811447132926472192,2620614029,Philadelphia Online,2016-12-21 05:44:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811113209646223360,2630842499,San Diego Daily,2016-12-20 07:37:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811201000000000000,2591847731,Boston Today,2016-12-20 13:25:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810673107706986496,2530830345,New Orleans Online,2016-12-19 02:28:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811021419505139712,2547141851,Chicago Daily News,2016-12-20 01:32:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('prison',)",,,,,,,,,,,,,1.0,"('charity',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811807075022098432,2495567768,San Francisco Daily,2016-12-22 05:34:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('racist',)",,,,,,,,
812520987262648320,2570017414,Memphis Online,2016-12-24 04:51:00,0.0,(),,,,,0.0,(),0.0,(),2.0,"('police', 'robbery')",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812545907048808448,3074563039,St. Louis Online,2016-12-24 06:30:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('christmas',)",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812349397103247360,2577082467,Cincinnati Today,2016-12-23 17:29:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('kazakhstan',)",1.0,"('immigrant',)",,,,,,,,,,
812519480903536640,2628066159,Houston Top News,2016-12-24 04:45:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810868377208102912,2944944427,Miami Today,2016-12-19 15:24:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810731750079033344,2547141851,Chicago Daily News,2016-12-19 06:21:00,0.0,(),,,,,1.0,"('air',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812389585669996544,2944944427,Miami Today,2016-12-23 20:09:00,0.0,(),,,,,0.0,(),,,,,1.0,"('christmas',)",,,,,,,1.0,"('beach',)",,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812018445575421952,2495567768,San Francisco Daily,2016-12-22 19:34:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812892762047660032,2537507303,El Paso Top News,2016-12-25 05:28:00,0.0,(),,,,,0.0,(),,,,,1.0,"('celebration',)",,,,,,,1.0,"('celebration',)",,,,,,,1.0,"('hanukkah',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812716000000000000,2628066159,Houston Top News,2016-12-24 17:45:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('pizza',)",,,,,,,,,,,,,,,,,,
812754821946179584,2944944427,Miami Today,2016-12-24 20:20:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812665977708146688,2547141851,Chicago Daily News,2016-12-24 14:27:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('christmas',)",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
811230010476560384,2944766250,Atlanta Online,2016-12-20 15:21:00,0.0,(),,,,,0.0,(),1.0,"('shelter',)",,,1.0,"('christmas',)",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812802059175153664,2611151319,Seattle Post,2016-12-24 23:28:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,1.0,"('designer',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812067308508213248,2495567768,San Francisco Daily,2016-12-22 22:48:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812007618118119424,2624554209,Los Angeles Daily,2016-12-22 18:51:00,2.0,"('traffic', 'truck')",,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811995026607800320,2628066159,Houston Top News,2016-12-22 18:01:00,0.0,(),,,,,,,,,1.0,"('accuse',)",,,,,,,1.0,"('court',)",,,,,,,,,,,,,1.0,"('appeal',)",,,,,,,,,,,,,,,,,1.0,"('appeal',)",,,,,,
812673772633341952,2753211010,Phoenix Daily News,2016-12-24 14:58:00,0.0,(),,,,,0.0,(),0.0,(),2.0,"('police', 'robbery')",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812341761129545728,2753338899,San Antonio Top News,2016-12-23 16:59:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('movie',)",,,,,,,,,,,1.0,"('movie',)",,,,,,,,,,,,,,,,,,
812151807472500736,2587843805,KansasCityDailyNews,2016-12-23 04:24:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810657747331153920,2611151319,Seattle Post,2016-12-19 01:27:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('sale',)",,,,,1.0,"('gun',)",,,,,,,,,,,,,,
812754066120081408,2753146444,Cleveland Online,2016-12-24 20:17:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812414000000000000,2628066159,Houston Top News,2016-12-23 21:45:00,0.0,(),,,,,0.0,(),0.0,(),2.0,"('accuse', 'police')",,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('facebook',)",,,,,,,,,,,,,,,,,,,,
811429345365491712,2675966513,Dallas Top News,2016-12-21 04:33:00,1.0,"('hold',)",,,,,,,,,1.0,"('police',)",,,,,,,,,,,,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,1.0,"('business',)",,,,,,,,,,,,,,,,,,,,
812252990371467264,2620614029,Philadelphia Online,2016-12-23 11:06:00,0.0,(),,,,,,,,,1.0,"('police',)",1.0,"('christmas',)",,,,,,,,,,,1.0,"('market',)",,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812011395495628800,2752677905,New York City Today,2016-12-22 19:06:00,1.0,"('hold',)",,,,,0.0,(),0.0,(),1.0,"('bail',)",,,,,,,,,,,,,,,,,,,,,1.0,"('bail',)",,,,,,,,,,,,,,,,,,,,,,,,
812406957244108800,2628066159,Houston Top News,2016-12-23 21:18:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('arrest',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811950555727798272,2753338899,San Antonio Top News,2016-12-22 15:04:00,0.0,(),,,1.0,"('shoot',)",,,,,2.0,"('police', 'robbery')",,,,,,,,,1.0,"('hunt',)",,,,,,,,,,,,,,,,,1.0,"('hunt',)",,,,,,,,,,,,,,,,,,
812935809011712000,2495567768,San Francisco Daily,2016-12-25 08:19:00,0.0,(),,,,,0.0,(),0.0,(),,,,,1.0,"('grade',)",,,1.0,"('oakland',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812065210873868288,3071479646,Baltimore Online,2016-12-22 22:40:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811791466360143872,2547141851,Chicago Daily News,2016-12-22 04:32:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('rally',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813162261489610752,2495567768,San Francisco Daily,2016-12-25 23:19:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('christmas',)",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812341609887047680,2620614029,Philadelphia Online,2016-12-23 16:58:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('act',)",,,,,,
812684095545282560,2495567768,San Francisco Daily,2016-12-24 15:39:00,0.0,(),,,,,0.0,(),1.0,"('wild',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811967088575254528,2630842499,San Diego Daily,2016-12-22 16:10:00,0.0,(),,,,,1.0,"('snow',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812059951355064320,2752677905,New York City Today,2016-12-22 22:19:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811027628157243392,2530830345,New Orleans Online,2016-12-20 01:57:00,0.0,(),,,,,2.0,"('cold', 'warm')",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812072511684878336,2587843805,KansasCityDailyNews,2016-12-22 23:09:00,0.0,(),1.0,"('flight',)",,,1.0,"('forecast',)",,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812762000000000000,2753146444,Cleveland Online,2016-12-24 20:49:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811244105665826816,2601235821,Pittsburgh Today,2016-12-20 16:17:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,1.0,"('education',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810940867091591168,2753211010,Phoenix Daily News,2016-12-19 20:12:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811998304338841600,2495567768,San Francisco Daily,2016-12-22 18:14:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812127391699136512,2753146444,Cleveland Online,2016-12-23 02:47:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812331782322487296,2495567768,San Francisco Daily,2016-12-23 16:19:00,,,,,1.0,"('shoot',)",,,,,1.0,"('police',)",1.0,"('christmas',)",,,,,,,,,,,1.0,"('market',)",,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812698446633304064,2752677905,New York City Today,2016-12-24 16:36:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('run',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810894881765937152,3899481526,Syria Today,2016-12-19 17:09:00,0.0,(),,,1.0,"('shoot',)",1.0,"('air',)",0.0,(),,,1.0,"('thing',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812844872281575424,2530830345,New Orleans Online,2016-12-25 02:18:00,0.0,(),,,,,0.0,(),,,,,,,,,,,1.0,"('halftime',)",,,,,,,1.0,"('game',)",,,,,,,,,,,,,1.0,"('bear',)",,,,,,,,,,,,,,,,
811336151558660096,2675966513,Dallas Top News,2016-12-20 22:23:00,0.0,(),,,,,0.0,(),1.0,"('shelter',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813010980921835520,2530830345,New Orleans Online,2016-12-25 13:18:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811754970827657216,2753211010,Phoenix Daily News,2016-12-22 02:07:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('murder',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811538254231207936,2547141851,Chicago Daily News,2016-12-21 11:46:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811683489120653312,2944944427,Miami Today,2016-12-21 21:23:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,1.0,"('sport',)",1.0,"('book',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811269772738523136,2620614029,Philadelphia Online,2016-12-20 17:59:00,0.0,(),,,,,0.0,(),0.0,(),,,,,1.0,"('college',)",,,,,,,,,1.0,"('salary',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812105243861385216,2547141851,Chicago Daily News,2016-12-23 01:19:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('white',)",,,,,,,,
811179675590492160,2743327187,Washington Online,2016-12-20 12:01:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811029222726795264,2620614029,Philadelphia Online,2016-12-20 02:03:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,1.0,"('student',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811419530740240384,2628066159,Houston Top News,2016-12-21 03:54:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812354000000000000,2530830345,New Orleans Online,2016-12-23 17:48:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,,,1.0,"('entertainment',)",,,,,1.0,"('entertainment',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811317862291931136,2591847731,Boston Today,2016-12-20 21:10:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812857019283734528,2624554209,Los Angeles Daily,2016-12-25 03:06:00,0.0,(),,,,,0.0,(),,,,,1.0,"('christmas',)",,,,,1.0,"('court',)",,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
811283626293948416,2752677905,New York City Today,2016-12-20 18:54:00,0.0,(),,,,,0.0,(),,,,,,,,,,,1.0,"('run',)",,,,,1.0,"('worker',)",,,,,,,,,,,1.0,"('worker',)",,,,,,,,,,,,,,,,,,,,
810821778671104000,2620614029,Philadelphia Online,2016-12-19 12:19:00,1.0,"('hold',)",,,,,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('run',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812517000000000000,2753338899,San Antonio Top News,2016-12-24 04:35:00,0.0,(),,,,,0.0,(),0.0,(),,,,,1.0,"('minor',)",1.0,"('sex',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811688779148890112,2570017414,Memphis Online,2016-12-21 21:44:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('gop',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811578859984420864,2601235821,Pittsburgh Today,2016-12-21 14:27:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,1.0,"('school',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811958531666673664,2587843805,KansasCityDailyNews,2016-12-22 15:36:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('white',)",,,,,,,,
812111787491491840,2628066159,Houston Top News,2016-12-23 01:45:00,0.0,(),1.0,"('airport',)",,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812347887996772352,3071479646,Baltimore Online,2016-12-23 17:23:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('bar',)",,,,,,,,,,,,,,,,,,,,
812475759625457664,2570017414,Memphis Online,2016-12-24 01:51:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812138000000000000,2675966513,Dallas Top News,2016-12-23 03:31:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('arrest',)",,,,,,,,,,,1.0,"('protest',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811058340075868160,2752677905,New York City Today,2016-12-20 03:59:00,0.0,(),,,,,0.0,(),,,,,,,1.0,"('exam',)",,,,,,,,,1.0,"('worker',)",,,,,,,,,,,1.0,"('worker',)",,,,,,,,,,,,,,,,,,,,
811366616025989120,2944944427,Miami Today,2016-12-21 00:24:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('holiday',)",,,,,,,1.0,"('shop',)",,,,,,,,,,,,,,,,,,,,
810899342676656128,2530830345,New Orleans Online,2016-12-19 17:27:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('restaurant',)",,,,,,,,,,,,,,,,,,,,
811105000000000000,2752677905,New York City Today,2016-12-20 07:05:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,2.0,"('judge', 'testimony')",,,,,,,,,,,,,,,,,,,,,,,,
812006000000000000,2547141851,Chicago Daily News,2016-12-22 18:46:00,0.0,(),,,,,1.0,"('sky',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811085020249133056,2620614029,Philadelphia Online,2016-12-20 05:45:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('christmas',)",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812475178596831232,2547141851,Chicago Daily News,2016-12-24 01:49:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811079563589615616,2624554209,Los Angeles Daily,2016-12-20 05:23:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811977412720427008,2624554209,Los Angeles Daily,2016-12-22 16:51:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811279103508807680,2495567768,San Francisco Daily,2016-12-20 18:36:00,1.0,"('passenger',)",1.0,"('passenger',)",,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811725023006380032,2675966513,Dallas Top News,2016-12-22 00:08:00,0.0,(),,,,,1.0,"('winter',)",0.0,(),0.0,(),,,1.0,"('school',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811401902441304064,2570017414,Memphis Online,2016-12-21 02:44:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('protest',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813018786362167296,3071479646,Baltimore Online,2016-12-25 13:49:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('christmas',)",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
811667631338045440,2753146444,Cleveland Online,2016-12-21 20:20:00,1.0,"('collision',)",,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812140736665751552,2587843805,KansasCityDailyNews,2016-12-23 03:40:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811993014319124480,2630842499,San Diego Daily,2016-12-22 17:53:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,2.0,"('designer', 'style')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811666127134851072,2495567768,San Francisco Daily,2016-12-21 20:14:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811055901889228800,2753146444,Cleveland Online,2016-12-20 03:49:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811987727197569024,2547141851,Chicago Daily News,2016-12-22 17:32:00,0.0,(),,,,,0.0,(),,,,,,,,,1.0,"('physical',)",1.0,"('football',)",,,,,,,,,,,,,,,1.0,"('report',)",,,,,,,,,,,,,,,,,,,,,,
810999019585601536,2537507303,El Paso Top News,2016-12-20 00:03:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811674429705031680,2570017414,Memphis Online,2016-12-21 20:47:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812174042224586752,2752677905,New York City Today,2016-12-23 05:52:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('want',)",,,,,,,,,2.0,"('happiness', 'peace')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811587840110981120,2547141851,Chicago Daily News,2016-12-21 15:03:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,1.0,"('abortion',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('abortion',)",,,,
811628364482150400,2570017414,Memphis Online,2016-12-21 17:44:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('laboratory',)",,
811313828860403712,3074563039,St. Louis Online,2016-12-20 20:54:00,0.0,(),,,,,,,,,1.0,"('law',)",,,,,,,1.0,"('court',)",,,,,,,,,,,,,1.0,"('law',)",1.0,"('mayor',)",,,,,,,,,,,,,,,,,,,,,,
812302073618460672,2753146444,Cleveland Online,2016-12-23 14:21:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811761517276360704,2675966513,Dallas Top News,2016-12-22 02:33:00,1.0,"('train',)",1.0,"('train',)",,,0.0,(),,,1.0,"('robbery',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('bullet',)",,,,,,,,,,,,,,
812003338309038080,2752677905,New York City Today,2016-12-22 18:34:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
