tweetid,userid,user_display_name,tweet_time,Traffic,Traffic_keywords,Travel,Travel_keywords,Terrorism,Terrorism_keywords,Weather (Regular),Weather (Regular)_keywords,Weather (Extreme),Weather (Extreme)_keywords,Crime,Crime_keywords,Events,Events_keywords,Education,Education_keywords,Health,Health_keywords,Sports,Sports_keywords,Lifestyle,Lifestyle_keywords,Politics,Politics_keywords,Economy,Economy_keywords,Entertainment,Entertainment_keywords,Religion,Religion_keywords,Stock Exchange,Stock Exchange_keywords,Courthouse types stories,Courthouse types stories_keywords,City Hall types stories,City Hall types stories_keywords,Business,Business_keywords,Leisure,Leisure_keywords,Obituaries,Obituaries_keywords,2nd Amendment,2nd Amendment_keywords,Russian Sphere,Russian Sphere_keywords,Immigration,Immigration_keywords,Race,Race_keywords,State House types stories,State House types stories_keywords,Abortion,Abortion_keywords,Science,Science_keywords,Technology,Technology_keywords
810722689295982592,2743327187,Washington Online,2016-12-19 05:45:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812337000000000000,2587843805,KansasCityDailyNews,2016-12-23 16:40:00,2.0,"('car', 'parking')",,,1.0,"('shoot',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('walmart',)",,,,,,,,,,,,,,,,,,,,
811001951517286400,2611151319,Seattle Post,2016-12-20 00:15:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812065293883371520,2624554209,Los Angeles Daily,2016-12-22 22:40:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,1.0,"('nurse',)",,,,,,,,,,,,,,,,,,,,,,,1.0,"('grave',)",,,,,,,,,,,,,,,,
811598918471548928,2570017414,Memphis Online,2016-12-21 15:47:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812696173605781504,2547141851,Chicago Daily News,2016-12-24 16:27:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811403664409694208,2577082467,Cincinnati Today,2016-12-21 02:51:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('robbery',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812544900189319168,3074563039,St. Louis Online,2016-12-24 06:26:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,1.0,"('college',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811281864216416256,2752677905,New York City Today,2016-12-20 18:47:00,0.0,(),,,,,0.0,(),,,1.0,"('cop',)",,,,,,,,,,,,,1.0,"('worker',)",,,,,,,,,,,1.0,"('worker',)",,,,,,,,,,,,,,,,,,,,
810893803016114176,2743327187,Washington Online,2016-12-19 17:05:00,0.0,(),,,,,0.0,(),0.0,(),,,,,1.0,"('transcript',)",,,,,,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811327676753514496,2753146444,Cleveland Online,2016-12-20 21:49:00,0.0,(),,,,,0.0,(),0.0,(),,,,,1.0,"('school',)",,,1.0,"('close',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811339760404992000,2630842499,San Diego Daily,2016-12-20 22:37:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812387000000000000,2620614029,Philadelphia Online,2016-12-23 19:58:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('holiday',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812165734310809600,2495567768,San Francisco Daily,2016-12-23 05:19:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('rally',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811543787495452672,2675966513,Dallas Top News,2016-12-21 12:08:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812433970591924224,2753338899,San Antonio Top News,2016-12-23 23:05:00,0.0,(),1.0,"('park',)",,,0.0,(),,,,,,,,,,,,,1.0,"('park',)",,,,,,,,,,,,,,,,,1.0,"('park',)",,,,,,,,,,,,,,,,,,
811928235449712640,3899481526,Syria Today,2016-12-22 13:35:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811844838471716864,2752677905,New York City Today,2016-12-22 08:04:00,0.0,(),,,1.0,"('shoot',)",0.0,(),0.0,(),1.0,"('cop',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811636422272839680,2547141851,Chicago Daily News,2016-12-21 18:16:00,,,1.0,"('park',)",,,,,,,,,,,,,,,,,2.0,"('park', 'trail')",1.0,"('private',)",,,,,,,,,1.0,"('trail',)",,,,,1.0,"('park',)",,,,,,,,,,,,,,,,,,
812438504592510976,3071479646,Baltimore Online,2016-12-23 23:23:00,0.0,(),,,,,0.0,(),,,1.0,"('juvenile',)",,,,,,,,,,,,,,,,,,,,,1.0,"('justice',)",,,1.0,"('gap',)",,,,,,,,,,,,,,,,,,,,
812263309957275648,2753146444,Cleveland Online,2016-12-23 11:47:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811981686489616384,2675966513,Dallas Top News,2016-12-22 17:08:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('job',)",1.0,"('actress',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810992638975295488,3074563039,St. Louis Online,2016-12-19 23:38:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811260963924144128,2944944427,Miami Today,2016-12-20 17:24:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810879000000000000,3899481526,Syria Today,2016-12-19 16:05:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812369533554032640,2547141851,Chicago Daily News,2016-12-23 18:49:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811416000000000000,2752677905,New York City Today,2016-12-21 03:41:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,1.0,"('sex',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810858556484419584,2624554209,Los Angeles Daily,2016-12-19 14:45:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812168684458414080,2675966513,Dallas Top News,2016-12-23 05:31:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('playoff',)",,,,,1.0,"('playoff',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811668390662275072,2944944427,Miami Today,2016-12-21 20:23:00,0.0,(),,,,,0.0,(),,,,,,,,,,,,,,,1.0,"('trump',)",,,,,,,,,,,,,1.0,"('manager',)",,,,,,,,,,,1.0,"('white',)",,,,,,,,
810769766055088128,2753338899,San Antonio Top News,2016-12-19 08:52:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810800973702660096,2577082467,Cincinnati Today,2016-12-19 10:56:00,0.0,(),,,,,0.0,(),0.0,(),,,,,1.0,"('test',)",,,,,,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810997926004740096,2752677905,New York City Today,2016-12-19 23:59:00,2.0,"('highway', 'pedestrian')",,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812031000000000000,2944944427,Miami Today,2016-12-22 20:23:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('fbi',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810912923090583552,2944766250,Atlanta Online,2016-12-19 18:21:00,0.0,(),1.0,"('star',)",,,2.0,"('cloud', 'winter')",,,,,,,,,,,1.0,"('star',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('nasa',)"
812835000000000000,2495567768,San Francisco Daily,2016-12-25 01:39:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('holiday',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
811297470668046336,2753146444,Cleveland Online,2016-12-20 19:49:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('arrest',)",,,,,,,,,,,,,,,,,,,1.0,"('short',)",,,,,,,,,,,,,,,,,,,,,,,,,,
812713290929471488,2753338899,San Antonio Top News,2016-12-24 17:35:00,0.0,(),,,,,0.0,(),,,1.0,"('felony',)",,,,,1.0,"('drug',)",,,,,,,,,,,,,,,1.0,"('felony',)",,,,,,,,,,,,,,,,,,,,,,,,
812880679704858624,2587843805,KansasCityDailyNews,2016-12-25 04:40:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811731312730079232,2547141851,Chicago Daily News,2016-12-22 00:33:00,0.0,(),,,,,0.0,(),0.0,(),,,,,1.0,"('school',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('measure',)",,
812538355460243456,2630842499,San Diego Daily,2016-12-24 06:00:00,0.0,(),,,,,0.0,(),,,,,,,,,,,,,,,,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,2.0,"('business', 'food')",,,,,,,,,,,,,,,,,,,,
813091026915233792,2624554209,Los Angeles Daily,2016-12-25 18:36:00,1.0,"('freeway',)",,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812181000000000000,2547141851,Chicago Daily News,2016-12-23 06:19:00,0.0,(),,,,,1.0,"('air',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812009126935064576,2624554209,Los Angeles Daily,2016-12-22 18:57:00,1.0,"('truck',)",,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811980764057399296,2753338899,San Antonio Top News,2016-12-22 17:04:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,1.0,"('death',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810778000000000000,2752677905,New York City Today,2016-12-19 09:24:00,0.0,(),1.0,"('park',)",,,0.0,(),,,,,,,,,,,,,1.0,"('park',)",,,,,,,,,,,,,,,,,1.0,"('park',)",,,,,,,,,,,,,,,,,,
810737453833289728,2587843805,KansasCityDailyNews,2016-12-19 06:44:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810982651498811392,2753146444,Cleveland Online,2016-12-19 22:58:00,0.0,(),,,,,0.0,(),0.0,(),,,,,1.0,"('college',)",,,,,,,2.0,"('protest', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811660332485771264,2624554209,Los Angeles Daily,2016-12-21 19:51:00,1.0,"('truck',)",,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812286219367383040,2601235821,Pittsburgh Today,2016-12-23 13:18:00,0.0,(),,,,,0.0,(),0.0,(),2.0,"('arrest', 'burglary')",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810940107809230848,2753338899,San Antonio Top News,2016-12-19 20:09:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811059341642055680,2620614029,Philadelphia Online,2016-12-20 04:03:00,1.0,"('car',)",,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812814477762719744,2753146444,Cleveland Online,2016-12-25 00:17:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811009591546937344,2624554209,Los Angeles Daily,2016-12-20 00:45:00,0.0,(),,,,,0.0,(),,,1.0,"('murder',)",,,,,1.0,"('death',)",,,,,,,,,,,,,,,,,,,1.0,"('bar',)",,,,,,,,,,,,,,,,,,,,
812050667250524160,2624554209,Los Angeles Daily,2016-12-22 21:42:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811089000000000000,2547141851,Chicago Daily News,2016-12-20 06:02:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811945440329564160,2620614029,Philadelphia Online,2016-12-22 14:44:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('rate',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811845339661615104,2752677905,New York City Today,2016-12-22 08:06:00,1.0,"('train',)",1.0,"('train',)",,,0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812459317458849792,2620614029,Philadelphia Online,2016-12-24 00:46:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812311386336403456,2620614029,Philadelphia Online,2016-12-23 14:58:00,1.0,"('traffic',)",,,,,0.0,(),,,1.0,"('want',)",,,,,,,1.0,"('court',)",,,,,,,,,,,,,1.0,"('judge',)",,,,,,,,,,,,,,,,,,,,,,,,
810646168308948992,2547141851,Chicago Daily News,2016-12-19 00:41:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('bear',)",,,,,,,,,,,,,,,,
810846478772146176,2547141851,Chicago Daily News,2016-12-19 13:57:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813063108348485632,3899481526,Syria Today,2016-12-25 16:45:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812294022236606464,2753146444,Cleveland Online,2016-12-23 13:49:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('holiday',)",,,,,,,1.0,"('starbucks',)",,,,,,,,,,,,,,,,,,,,
813083223542681600,2753338899,San Antonio Top News,2016-12-25 18:05:00,2.0,"('bus', 'truck')",,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811508798892503040,2753146444,Cleveland Online,2016-12-21 09:49:00,0.0,(),,,,,0.0,(),,,1.0,"('accuse',)",,,,,,,,,,,1.0,"('trump',)",,,,,,,,,,,1.0,"('report',)",,,,,,,,,,,,,,,,,,,,,,
811673676215185408,2570017414,Memphis Online,2016-12-21 20:44:00,0.0,(),,,,,1.0,"('drought',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811376428193288192,2620614029,Philadelphia Online,2016-12-21 01:03:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810884985599225856,2675966513,Dallas Top News,2016-12-19 16:30:00,0.0,(),,,,,0.0,(),0.0,(),,,1.0,"('christmas',)",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812306866533498880,2587843805,KansasCityDailyNews,2016-12-23 14:40:00,0.0,(),,,1.0,"('hijacker',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812279421558263808,2570017414,Memphis Online,2016-12-23 12:51:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('arrest',)",,,,,1.0,"('death',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812014162851282944,2753146444,Cleveland Online,2016-12-22 19:17:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,1.0,"('death',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811784167948226560,2944766250,Atlanta Online,2016-12-22 04:03:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('holiday',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
811225229582368768,2587843805,KansasCityDailyNews,2016-12-20 15:02:00,0.0,(),,,,,0.0,(),0.0,(),2.0,"('arrest', 'police')",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811724266454581248,3071479646,Baltimore Online,2016-12-22 00:05:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,1.0,"('yoga',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811453173680443392,2675966513,Dallas Top News,2016-12-21 06:08:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('senator',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811700855753809920,2547141851,Chicago Daily News,2016-12-21 22:32:00,0.0,(),,,,,0.0,(),0.0,(),,,2.0,"('christmas', 'open')",,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
812094419004440576,2752677905,New York City Today,2016-12-23 00:36:00,0.0,(),1.0,"('flight',)",,,0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812425000000000000,2537507303,El Paso Top News,2016-12-23 22:28:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811378439307534336,2611151319,Seattle Post,2016-12-21 01:11:00,0.0,(),,,,,1.0,"('summer',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('remember',)",,,,,,,,,,,,,,,,
810668825649811456,2547141851,Chicago Daily News,2016-12-19 02:11:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,1.0,"('post',)",,,,,,,,,,,,,,,,,1.0,"('facebook',)",,,,,,,,,,,,,,,,,,,,
811214147807485952,2624554209,Los Angeles Daily,2016-12-20 14:18:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811629127228919808,2570017414,Memphis Online,2016-12-21 17:47:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,1.0,"('body',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812777224566870016,2547141851,Chicago Daily News,2016-12-24 21:49:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811225220346445824,2547141851,Chicago Daily News,2016-12-20 15:02:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,1.0,"('close',)",,,,,,,,,,,,,,,,,1.0,"('walgreens',)",,,,,,,,,,,,,,,,,,,,
811819936964284416,3899481526,Syria Today,2016-12-22 06:25:00,0.0,(),,,1.0,"('isi',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810937338570407936,2753146444,Cleveland Online,2016-12-19 19:58:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812098446794641408,2752677905,New York City Today,2016-12-23 00:52:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811494591069384704,3899481526,Syria Today,2016-12-21 08:52:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811037527696179200,2547141851,Chicago Daily News,2016-12-20 02:36:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810867630785576960,2587843805,KansasCityDailyNews,2016-12-19 15:21:00,0.0,(),,,,,0.0,(),,,1.0,"('cop',)",,,,,,,,,1.0,"('soap',)",,,,,,,,,,,,,,,1.0,"('bar',)",,,,,,,,,,,,,,,,,,,,
811695824421982208,2620614029,Philadelphia Online,2016-12-21 22:12:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('pay',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811422000000000000,2537507303,El Paso Top News,2016-12-21 04:03:00,0.0,(),,,,,0.0,(),,,1.0,"('arrest',)",,,,,,,,,,,,,1.0,"('union',)",,,,,,,,,,,1.0,"('bar',)",,,,,,,,,,,,,,,,,,,,
810948000000000000,2495567768,San Francisco Daily,2016-12-19 20:40:00,0.0,(),,,,,0.0,(),0.0,(),,,,,1.0,"('teacher',)",1.0,"('sex',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810668068833787904,2675966513,Dallas Top News,2016-12-19 02:08:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('football',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810977117836103680,2547141851,Chicago Daily News,2016-12-19 22:36:00,0.0,(),,,,,,,,,1.0,"('police',)",1.0,"('christmas',)",,,,,,,,,,,1.0,"('market',)",,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
811686509166395392,3071479646,Baltimore Online,2016-12-21 21:35:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('police',)",,,,,2.0,"('health', 'treatment')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812414087355305984,2620614029,Philadelphia Online,2016-12-23 21:46:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('bullet',)",,,,,,,,,,,,,,
811099699948220416,2570017414,Memphis Online,2016-12-20 06:43:00,0.0,(),,,,,0.0,(),,,1.0,"('warrant',)",,,,,,,1.0,"('court',)",,,1.0,"('clinton',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812331778191032320,2547141851,Chicago Daily News,2016-12-23 16:19:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812769671866908672,2753146444,Cleveland Online,2016-12-24 21:19:00,1.0,"('car',)",,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812536343091875840,2752677905,New York City Today,2016-12-24 05:52:00,0.0,(),,,,,,,,,1.0,"('cop',)",1.0,"('christmas',)",,,,,1.0,"('post',)",,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
810872408869601280,2495567768,San Francisco Daily,2016-12-19 15:40:00,1.0,"('car',)",,,,,1.0,"('freeze',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810895000000000000,2611151319,Seattle Post,2016-12-19 17:11:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,2.0,"('brain', 'pregnancy')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811230015660683264,2587843805,KansasCityDailyNews,2016-12-20 15:21:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('remember',)",,,,,,,,,,,,,,,,
811444447766544384,2675966513,Dallas Top News,2016-12-21 05:33:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('manager',)",,,,,,,,,,,,,,,,,,,,
810949090674610176,2620614029,Philadelphia Online,2016-12-19 20:45:00,0.0,(),,,,,0.0,(),0.0,(),,,,,,,,,,,1.0,"('book',)",,,,,,,1.0,"('holiday',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
811643219481985024,2743327187,Washington Online,2016-12-21 18:43:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812424596075020288,2611151319,Seattle Post,2016-12-23 22:28:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('holiday',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
811206340311916544,3899481526,Syria Today,2016-12-20 13:47:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,"('russia', 'syria', 'turkey')",,,,,,,,,,,,
811728059623677952,2753146444,Cleveland Online,2016-12-22 00:20:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('manufacturing',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812137711427534848,2611151319,Seattle Post,2016-12-23 03:28:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811921016071057408,2591847731,Boston Today,2016-12-22 13:07:00,0.0,(),,,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811891062323236864,2675966513,Dallas Top News,2016-12-22 11:08:00,0.0,(),,,,,0.0,(),0.0,(),1.0,"('penalty',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
