tweetid,userid,user_display_name,tweet_time,Crime,Crime_keywords,Traffic,Traffic_keywords,Weather (Regular),Weather (Regular)_keywords,Weather (Extreme),Weather (Extreme)_keywords,Events,Events_keywords,Politics,Politics_keywords,Lifestyle,Lifestyle_keywords,Technology,Technology_keywords,Science,Science_keywords,Health,Health_keywords,City Hall types stories,City Hall types stories_keywords,Economy,Economy_keywords,Business,Business_keywords,Entertainment,Entertainment_keywords,Sports,Sports_keywords,2nd Amendment,2nd Amendment_keywords,Education,Education_keywords,Travel,Travel_keywords,Obituaries,Obituaries_keywords,Stock Exchange,Stock Exchange_keywords,Immigration,Immigration_keywords,Religion,Religion_keywords,Race,Race_keywords,Terrorism,Terrorism_keywords,Leisure,Leisure_keywords,Courthouse types stories,Courthouse types stories_keywords,Russian Sphere,Russian Sphere_keywords,State House types stories,State House types stories_keywords,Abortion,Abortion_keywords
719314502366265344,2494112058,San Jose Daily,2016-04-11 00:01:00,,,0.0,(),0.0,(),0.0,(),1.0,"('series',)",,,,,,,,,,,,,,,,,1.0,"('series',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720680787691999232,2587843805,KansasCityDailyNews,2016-04-14 18:31:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('close',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
721528461244760064,2587843805,KansasCityDailyNews,2016-04-17 02:39:00,0.0,(),0.0,(),1.0,"('earthquake',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721332868434137088,2495567768,San Francisco Daily,2016-04-16 13:42:00,1.0,"('police',)",0.0,(),0.0,(),0.0,(),,,,,,,1.0,"('ipad',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721709604787212288,2753211010,Phoenix Daily News,2016-04-17 14:39:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720413506193862656,2630842499,San Diego Daily,2016-04-14 00:48:00,1.0,"('want',)",0.0,(),0.0,(),0.0,(),,,2.0,"('politics', 'republican')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721518610112339968,2753211010,Phoenix Daily News,2016-04-17 02:00:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719906552421810176,2601235821,Pittsburgh Today,2016-04-12 15:14:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721174045593509888,2601235821,Pittsburgh Today,2016-04-16 03:11:00,0.0,(),0.0,(),0.0,(),0.0,(),,,3.0,"('candidate', 'democrat', 'republican')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720275677245624320,2587843805,KansasCityDailyNews,2016-04-13 15:41:00,0.0,(),1.0,"('car',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720541693129269248,3899481526,Syria Today,2016-04-14 09:18:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,"('russian', 'syria')",,,,
720335300367486976,2611151319,Seattle Post,2016-04-13 19:38:00,1.0,"('accuse',)",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719514671246540800,2495567768,San Francisco Daily,2016-04-11 13:17:00,,,0.0,(),0.0,(),0.0,(),1.0,"('convention',)",3.0,"('candidate', 'gop', 'politics')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719973830878302208,2587843805,KansasCityDailyNews,2016-04-12 19:41:00,0.0,(),0.0,(),1.0,"('winter',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('survive',)",,,,,,,,,,,,,,,,,,,,
720726310662725632,3899481526,Syria Today,2016-04-14 21:31:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719438169293352960,3899481526,Syria Today,2016-04-11 08:13:00,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('major',)",,,,,,,,,,,,,1.0,"('terrorist',)",,,,,1.0,"('libya',)",,,,
720357288272211968,2591847731,Boston Today,2016-04-13 21:05:00,,,0.0,(),0.0,(),0.0,(),,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('process',)",,,,,,
720816519853113344,2591847731,Boston Today,2016-04-15 03:30:00,,,1.0,"('train',)",,,,,,,,,,,,,,,1.0,"('cancer',)",,,,,,,,,1.0,"('sport',)",,,,,1.0,"('train',)",,,,,,,,,,,,,1.0,"('marathon',)",,,,,,,,
721180566322688000,2601235821,Pittsburgh Today,2016-04-16 03:37:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('health',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721432274235863040,2601235821,Pittsburgh Today,2016-04-16 20:17:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720333283632947200,3074013672,Oakland Online,2016-04-13 19:30:00,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,2.0,"('business', 'tax')",1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721509665939456000,2587843805,KansasCityDailyNews,2016-04-17 01:24:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('baseball',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
720752487007817728,2753211010,Phoenix Daily News,2016-04-14 23:15:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,1.0,"('pistol',)",,,,,,,,,,,,,,,,,,,,,,,,,,
720368000000000000,2611151319,Seattle Post,2016-04-13 21:46:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720207496955056128,2611151319,Seattle Post,2016-04-13 11:10:00,1.0,"('law',)",0.0,(),,,,,,,,,1.0,"('entertainment',)",,,,,,,,,,,,,1.0,"('entertainment',)",,,,,,,,,,,,,,,,,,,,,,,1.0,"('law',)",,,,,,
721481690267328512,2753211010,Phoenix Daily News,2016-04-16 23:33:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
720804007128621056,2587843805,KansasCityDailyNews,2016-04-15 02:40:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720749965492883456,2495567768,San Francisco Daily,2016-04-14 23:05:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('gop',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721815098075926528,2601235821,Pittsburgh Today,2016-04-17 21:38:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('health',)",,,,,1.0,"('food',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720083678123036672,2495567768,San Francisco Daily,2016-04-13 02:58:00,1.0,"('accuse',)",0.0,(),0.0,(),0.0,(),,,3.0,"('delegate', 'politics', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721351650858774528,2601235821,Pittsburgh Today,2016-04-16 14:56:00,,,0.0,(),0.0,(),,,,,,,1.0,"('entertainment',)",,,,,,,,,1.0,"('profit',)",,,2.0,"('actor', 'entertainment')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721828233843310592,3074563039,St. Louis Online,2016-04-17 22:30:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('game',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721825419456950272,2630842499,San Diego Daily,2016-04-17 22:19:00,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('business',)",1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720776361791479808,3074013672,Oakland Online,2016-04-15 00:50:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
719554103697743872,2601235821,Pittsburgh Today,2016-04-11 15:54:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721209274764951552,2494112058,San Jose Daily,2016-04-16 05:31:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720873976734453760,2611151319,Seattle Post,2016-04-15 07:18:00,,,0.0,(),0.0,(),0.0,(),2.0,"('playoff', 'thing')",,,,,,,,,,,,,,,,,,,3.0,"('nba', 'playoff', 'sport')",,,,,,,,,,,,,,,,,,,,,,,,,,,,
721236202037227520,2494112058,San Jose Daily,2016-04-16 07:18:00,0.0,(),0.0,(),0.0,(),0.0,(),,,3.0,"('clinton', 'politics', 'protest')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721169503300628480,2753211010,Phoenix Daily News,2016-04-16 02:53:00,1.0,"('accuse',)",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720129165089898496,2611151319,Seattle Post,2016-04-13 05:59:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
720065150816944128,2495567768,San Francisco Daily,2016-04-13 01:44:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720328598091988992,3074563039,St. Louis Online,2016-04-13 19:11:00,0.0,(),0.0,(),0.0,(),0.0,(),,,2.0,"('election', 'politics')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720449953609478144,2591847731,Boston Today,2016-04-14 03:13:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
719710000000000000,2587843805,KansasCityDailyNews,2016-04-12 02:13:00,0.0,(),1.0,"('race',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('process',)",,,,,,
721405275857530880,2753211010,Phoenix Daily News,2016-04-16 18:29:00,,,0.0,(),0.0,(),,,,,,,1.0,"('park',)",,,,,,,,,,,,,,,,,,,,,1.0,"('park',)",,,,,,,,,,,,,1.0,"('park',)",,,,,,,,
720584174604668928,2587843805,KansasCityDailyNews,2016-04-14 12:07:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,
721208081850302464,2495567768,San Francisco Daily,2016-04-16 05:26:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720437376506400768,2611151319,Seattle Post,2016-04-14 02:23:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
721205130947788800,2928870434,Newspeak Daily,2016-04-16 05:14:00,,,0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('health',)",,,1.0,"('rate',)",1.0,"('abbvie',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720245000000000000,3899481526,Syria Today,2016-04-13 13:39:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('isi',)",,,,,,,,,,
721203409987108864,2495567768,San Francisco Daily,2016-04-16 05:07:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721850329063510016,2611151319,Seattle Post,2016-04-17 23:58:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719778641018683392,2494112058,San Jose Daily,2016-04-12 06:46:00,,,1.0,"('car',)",0.0,(),0.0,(),,,,,,,,,,,1.0,"('medical',)",,,,,,,,,,,,,1.0,"('student',)",,,,,,,,,,,,,,,,,,,,,,,,
719566267665895424,2611151319,Seattle Post,2016-04-11 16:42:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
719866775551102976,3074563039,St. Louis Online,2016-04-12 12:36:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('baseball',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
719487728853757952,2630842499,San Diego Daily,2016-04-11 11:30:00,,,0.0,(),0.0,(),,,,,1.0,"('politics',)",,,1.0,"('encryption',)",,,,,,,,,,,,,1.0,"('draft',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
721733780738744320,2601235821,Pittsburgh Today,2016-04-17 16:15:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721450223604600832,3899481526,Syria Today,2016-04-16 21:28:00,,,0.0,(),0.0,(),0.0,(),,,1.0,"('election',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('judicial',)",,,,,,
720795022057013248,2587843805,KansasCityDailyNews,2016-04-15 02:04:00,,,0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('business',)",1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,1.0,"('border',)",,,,,,,,,,,,,,,,
720560684321247232,2587843805,KansasCityDailyNews,2016-04-14 10:33:00,1.0,"('probation',)",0.0,(),,,,,,,,,,,,,,,1.0,"('sexual',)",,,,,,,,,,,,,1.0,"('teacher',)",,,,,,,,,,,,,,,,,1.0,"('probation',)",,,,,,
719977806730407936,2630842499,San Diego Daily,2016-04-12 19:57:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720719483967377408,2591847731,Boston Today,2016-04-14 21:04:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,3.0,"('cdc', 'health', 'virus')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720014466906107904,2753211010,Phoenix Daily News,2016-04-12 22:23:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
721020983700758528,3899481526,Syria Today,2016-04-15 17:02:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('factory',)",1.0,"('drive',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720218086134165504,2484642526,Warfare Worldwide,2016-04-13 11:52:00,0.0,(),0.0,(),0.0,(),1.0,"('control',)",0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721140410433675264,2591847731,Boston Today,2016-04-16 00:57:00,0.0,(),0.0,(),0.0,(),0.0,(),,,2.0,"('delegate', 'politics')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721705605778374656,2587843805,KansasCityDailyNews,2016-04-17 14:23:00,0.0,(),0.0,(),1.0,"('earthquake',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720269396908703744,2630842499,San Diego Daily,2016-04-13 15:16:00,,,0.0,(),,,,,,,,,,,,,,,,,,,2.0,"('bank', 'business')",2.0,"('bank', 'business')",1.0,"('business',)",,,,,1.0,"('grade',)",,,,,,,,,,,,,,,,,,,,,,,,
720812970071056384,2494112058,San Jose Daily,2016-04-15 03:16:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('health',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720622539936890880,2495567768,San Francisco Daily,2016-04-14 14:39:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('symptom',)",,,,,,,,,,,,,1.0,"('college',)",,,,,,,,,,,,,,,,,,,,,,,,
720634191629590528,2928870434,Newspeak Daily,2016-04-14 15:25:00,0.0,(),0.0,(),0.0,(),0.0,(),,,2.0,"('politics', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719942313837879296,2587843805,KansasCityDailyNews,2016-04-12 17:36:00,,,,,,,,,,,1.0,"('politics',)",,,,,1.0,"('measure',)",,,,,1.0,"('business',)",1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720635000000000000,3074563039,St. Louis Online,2016-04-14 15:27:00,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('business',)",1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721170000000000000,2601235821,Pittsburgh Today,2016-04-16 02:53:00,1.0,"('police',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,
719996069774360576,2494112058,San Jose Daily,2016-04-12 21:10:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721596716424650752,3074563039,St. Louis Online,2016-04-17 07:10:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
721114571478401024,2928870434,Newspeak Daily,2016-04-15 23:14:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720412113894682624,3074563039,St. Louis Online,2016-04-14 00:43:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721098391921385472,2928870434,Newspeak Daily,2016-04-15 22:10:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720793831600300032,2587843805,KansasCityDailyNews,2016-04-15 02:00:00,,,0.0,(),0.0,(),0.0,(),,,1.0,"('gop',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('religious',)",,,,,,,,,,,,,,
720513183102955520,2753211010,Phoenix Daily News,2016-04-14 07:25:00,0.0,(),0.0,(),1.0,"('forecast',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719952282284990464,2601235821,Pittsburgh Today,2016-04-12 18:16:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
721805482826997760,2587843805,KansasCityDailyNews,2016-04-17 21:00:00,,,1.0,"('race',)",0.0,(),0.0,(),1.0,"('series',)",,,,,,,,,,,,,,,,,1.0,"('series',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720059501903122432,2601235821,Pittsburgh Today,2016-04-13 01:22:00,1.0,"('police',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('school',)",,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,
721045794397138944,2587843805,KansasCityDailyNews,2016-04-15 18:41:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,
719681245429440512,2753211010,Phoenix Daily News,2016-04-12 00:19:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('game',)",2.0,"('ball', 'sport')",,,,,,,,,,,,,,,,,,,,,,,,,,,,
719940497721012224,2587843805,KansasCityDailyNews,2016-04-12 17:29:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('request',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721755937195687936,2601235821,Pittsburgh Today,2016-04-17 17:43:00,,,0.0,(),0.0,(),,,1.0,"('open',)",,,2.0,"('book', 'entertainment')",,,,,,,,,,,,,2.0,"('disney', 'entertainment')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721180286629744640,3074013672,Oakland Online,2016-04-16 03:35:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,
719622876228288512,2587843805,KansasCityDailyNews,2016-04-11 20:27:00,,,0.0,(),,,,,,,1.0,"('politics',)",,,,,,,,,,,1.0,"('business',)",1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719591664377921536,3074013672,Oakland Online,2016-04-11 18:23:00,0.0,(),1.0,"('race',)",0.0,(),0.0,(),,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720654000000000000,2591847731,Boston Today,2016-04-14 16:43:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,2.0,"('health', 'sleep')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720665368453197824,2928870434,Newspeak Daily,2016-04-14 17:29:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,2.0,"('health', 'virus')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721780455586996224,2495567768,San Francisco Daily,2016-04-17 19:20:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721181214468472832,3074013672,Oakland Online,2016-04-16 03:39:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720367033444016128,2630842499,San Diego Daily,2016-04-13 21:44:00,,,0.0,(),,,,,,,,,,,,,,,,,,,2.0,"('business', 'profit')",1.0,"('business',)",1.0,"('business',)",,,,,1.0,"('test',)",,,,,,,,,,,,,,,,,,,,,,,,
720864423561199616,2753211010,Phoenix Daily News,2016-04-15 06:40:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
719973473393594368,2601235821,Pittsburgh Today,2016-04-12 19:40:00,,,0.0,(),0.0,(),0.0,(),,,1.0,"('politics',)",,,,,,,,,1.0,"('budget',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720509643924094976,3074563039,St. Louis Online,2016-04-14 07:11:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
719553661735571456,2495567768,San Francisco Daily,2016-04-11 15:52:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719640000741007360,2495567768,San Francisco Daily,2016-04-11 21:35:00,1.0,"('police',)",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720260106005315584,2591847731,Boston Today,2016-04-13 14:39:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721405068944084992,2591847731,Boston Today,2016-04-16 18:29:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,2.0,"('health', 'virus')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720326244177305600,3074013672,Oakland Online,2016-04-13 19:02:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
720418963075649536,2630842499,San Diego Daily,2016-04-14 01:10:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('lawsuit',)",,,,,,
720949000000000000,2591847731,Boston Today,2016-04-15 12:18:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('health',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720644000000000000,3899481526,Syria Today,2016-04-14 16:04:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,2.0,"('bank', 'tax')",1.0,"('bank',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720956791450808320,2494112058,San Jose Daily,2016-04-15 12:47:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,2.0,"('oakland', 'sport')",,,,,,,,,,,,,,,,,,,,,,,,,,,,
719851801982296064,2495567768,San Francisco Daily,2016-04-12 11:36:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721094801219686400,2587843805,KansasCityDailyNews,2016-04-15 21:56:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720407650807078912,2587843805,KansasCityDailyNews,2016-04-14 00:25:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('cancer',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721784549101805568,2611151319,Seattle Post,2016-04-17 19:37:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('disease',)",,,,,,,,,1.0,"('bat',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
