tweetid,userid,user_display_name,tweet_time,Health,Health_keywords,Traffic,Traffic_keywords,Weather (Regular),Weather (Regular)_keywords,Weather (Extreme),Weather (Extreme)_keywords,Crime,Crime_keywords,Lifestyle,Lifestyle_keywords,Travel,Travel_keywords,Leisure,Leisure_keywords,City Hall types stories,City Hall types stories_keywords,Obituaries,Obituaries_keywords,Sports,Sports_keywords,Politics,Politics_keywords,Events,Events_keywords,Business,Business_keywords,Education,Education_keywords,Terrorism,Terrorism_keywords,Entertainment,Entertainment_keywords,Economy,Economy_keywords,Courthouse types stories,Courthouse types stories_keywords,Race,Race_keywords,Technology,Technology_keywords,Religion,Religion_keywords,Stock Exchange,Stock Exchange_keywords,Russian Sphere,Russian Sphere_keywords,State House types stories,State House types stories_keywords,Immigration,Immigration_keywords,2nd Amendment,2nd Amendment_keywords,Science,Science_keywords
7.82e+17,2753338899,San Antonio Top News,2016-09-30 13:38:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2630842499,San Diego Daily,2016-09-29 9:49:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2752677905,New York City Today,2016-09-29 0:06:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2587843805,KansasCityDailyNews,2016-09-26 10:22:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074563039,St. Louis Online,2016-09-26 20:15:00,,,0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('political',)",,,1.0,"('business',)",,,,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,
7.8e+17,3899481526,Syria Today,2016-09-26 12:12:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2547141851,Chicago Daily News,2016-10-01 14:04:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3071479646,Baltimore Online,2016-09-27 2:17:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,2.0,"('clinton', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2495567768,San Francisco Daily,2016-09-29 21:45:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,2.0,"('ceo', 'fargo')",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2601235821,Pittsburgh Today,2016-09-26 20:09:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,2537507303,El Paso Top News,2016-10-02 21:27:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3899481526,Syria Today,2016-10-01 18:57:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('general',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074013672,Oakland Online,2016-09-28 4:29:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,3.0,"('politics', 'rally', 'trump')",,,,,,,,,1.0,"('performance',)",,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2928870434,Newspeak Daily,2016-09-27 16:09:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,2.0,"('clinton', 'politics')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3071479646,Baltimore Online,2016-09-27 11:50:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-27 16:22:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3071479646,Baltimore Online,2016-09-28 21:20:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2587843805,KansasCityDailyNews,2016-09-27 20:04:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2591847731,Boston Today,2016-09-28 15:15:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,2.0,"('politics', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3074563039,St. Louis Online,2016-10-01 22:44:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2620614029,Philadelphia Online,2016-09-30 21:06:00,1.0,"('prevention',)",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2547141851,Chicago Daily News,2016-10-01 16:21:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('playoff',)",,,1.0,"('playoff',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3074563039,St. Louis Online,2016-10-01 19:34:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2587843805,KansasCityDailyNews,2016-09-29 23:30:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,2.0,"('department', 'test')",,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074563039,St. Louis Online,2016-09-26 23:33:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2928870434,Newspeak Daily,2016-09-30 21:39:00,5.0,"('breast', 'cancer', 'complication', 'health', 'treatment')",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2928870434,Newspeak Daily,2016-09-29 0:53:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,2.0,"('politics', 'trump')",,,,,1.0,"('pre',)",,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3071479646,Baltimore Online,2016-09-30 22:17:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3899481526,Syria Today,2016-10-01 16:01:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,1.0,"('isi',)",,,,,,,,,,,,,,,1.0,"('syria',)",,,,,,,,
7.83e+17,2630842499,San Diego Daily,2016-10-02 9:15:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('trump',)",,,,,,,,,,,1.0,"('tax',)",,,,,,,,,,,,,,,,,,,,
7.81e+17,2570017414,Memphis Online,2016-09-28 4:49:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074563039,St. Louis Online,2016-09-27 2:28:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,3.0,"('clinton', 'politics', 'trump')",,,,,,,,,,,1.0,"('tax',)",,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-27 22:49:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('holiday',)",,,,,,,,,,,,
7.83e+17,2624554209,Los Angeles Daily,2016-10-02 18:56:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2587843805,KansasCityDailyNews,2016-09-28 2:03:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,2.0,"('clinton', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2587843805,KansasCityDailyNews,2016-09-29 1:26:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,2.0,"('school', 'teacher')",,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074563039,St. Louis Online,2016-09-29 8:34:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2752677905,New York City Today,2016-09-27 7:08:00,,,1.0,"('ramp',)",0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('open',)",,,1.0,"('test',)",,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2530830345,New Orleans Online,2016-09-30 15:53:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2630842499,San Diego Daily,2016-09-26 15:03:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2591847731,Boston Today,2016-10-01 9:35:00,,,0.0,(),0.0,(),,,1.0,"('police',)",,,,,,,1.0,"('report',)",,,,,,,,,,,,,,,,,1.0,"('money',)",,,,,,,,,,,,,,,,,,,,
7.82e+17,2587843805,KansasCityDailyNews,2016-10-01 3:34:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('attorney',)",,,,,,,,,,,,,,,,,,
7.82e+17,2753338899,San Antonio Top News,2016-10-01 14:32:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,2.0,"('grade', 'student')",,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2530830345,New Orleans Online,2016-09-29 14:37:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2928870434,Newspeak Daily,2016-09-29 19:19:00,1.0,"('health',)",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2928870434,Newspeak Daily,2016-09-26 17:15:00,1.0,"('health',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('profit',)",,,,,,,,,,,,,,,,,,,,
7.82e+17,2624554209,Los Angeles Daily,2016-09-30 15:58:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-27 23:32:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('gun',)",,
7.82e+17,2547141851,Chicago Daily News,2016-09-29 20:18:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2495567768,San Francisco Daily,2016-09-27 22:42:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('obama',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2537507303,El Paso Top News,2016-10-01 15:27:00,,,0.0,(),0.0,(),0.0,(),1.0,"('prison',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2587843805,KansasCityDailyNews,2016-09-28 16:52:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,4.0,"('obama', 'senator', 'veto', 'vote')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3071479646,Baltimore Online,2016-10-01 21:16:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2495567768,San Francisco Daily,2016-09-26 0:55:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2624554209,Los Angeles Daily,2016-10-01 20:14:00,,,0.0,(),0.0,(),,,1.0,"('police',)",,,,,,,,,,,,,1.0,"('demonstration',)",,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,2495567768,San Francisco Daily,2016-10-02 16:30:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2547141851,Chicago Daily News,2016-09-26 14:44:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-28 17:11:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,2.0,"('obama', 'veto')",,,,,,,,,,,,,1.0,"('lawsuit',)",,,,,,,,,,,,,,,,,,
7.82e+17,2587843805,KansasCityDailyNews,2016-09-29 23:18:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,3.0,"('graduate', 'harvard', 'school')",,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2620614029,Philadelphia Online,2016-09-27 9:30:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('golf',)",,,,,,,1.0,"('course',)",,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2630842499,San Diego Daily,2016-09-26 9:43:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074563039,St. Louis Online,2016-09-27 0:23:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2495567768,San Francisco Daily,2016-10-01 2:27:00,1.0,"('sexual',)",,,,,,,,,,,,,,,1.0,"('report',)",,,,,,,1.0,"('concert',)",,,1.0,"('university',)",,,1.0,"('concert',)",,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2624554209,Los Angeles Daily,2016-10-02 7:35:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2530830345,New Orleans Online,2016-09-29 22:02:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('defensive',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2628066159,Houston Top News,2016-09-30 9:04:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074563039,St. Louis Online,2016-09-29 2:31:00,,,0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('congress',)",,,1.0,"('business',)",,,,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,
7.82e+17,2587843805,KansasCityDailyNews,2016-09-30 20:02:00,,,0.0,(),0.0,(),0.0,(),2.0,"('burglary', 'police')",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3074563039,St. Louis Online,2016-09-30 15:42:00,,,0.0,(),,,,,,,1.0,"('park',)",1.0,"('park',)",1.0,"('park',)",,,,,,,,,,,1.0,"('drive',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2630842499,San Diego Daily,2016-09-28 15:37:00,1.0,"('cdc',)",0.0,(),0.0,(),0.0,(),,,,,,,,,1.0,"('report',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-27 6:25:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2630842499,San Diego Daily,2016-09-29 15:39:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('protest',)",,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2753146444,Cleveland Online,2016-09-28 17:27:00,,,0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('court',)",1.0,"('politics',)",,,,,1.0,"('program',)",,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2570017414,Memphis Online,2016-09-30 9:50:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-27 5:18:00,,,0.0,(),0.0,(),,,1.0,"('party',)",1.0,"('party',)",,,,,,,,,,,,,1.0,"('party',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3899481526,Syria Today,2016-09-30 7:55:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2601235821,Pittsburgh Today,2016-09-28 17:31:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2752677905,New York City Today,2016-09-26 18:07:00,1.0,"('death',)",0.0,(),0.0,(),0.0,(),1.0,"('cop',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-28 3:48:00,,,1.0,"('carpool',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,1.0,"('trump',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3071479646,Baltimore Online,2016-09-29 1:14:00,,,0.0,(),0.0,(),0.0,(),1.0,"('accuse',)",,,,,,,,,,,,,,,,,,,1.0,"('academy',)",,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2495567768,San Francisco Daily,2016-10-01 23:32:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2675966513,Dallas Top News,2016-09-28 15:56:00,,,0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('close',)",,,,,1.0,"('restaurant',)",,,,,,,,,,,1.0,"('black',)",,,,,,,,,,,,,,,,
7.82e+17,2530830345,New Orleans Online,2016-10-01 0:38:00,,,0.0,(),0.0,(),0.0,(),1.0,"('murder',)",,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('jury',)",,,,,,,,,,,,,,,,,,
7.81e+17,2587843805,KansasCityDailyNews,2016-09-27 1:50:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074563039,St. Louis Online,2016-09-29 7:20:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('politics',)",,,,,1.0,"('university',)",,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2547141851,Chicago Daily News,2016-09-27 11:22:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2547141851,Chicago Daily News,2016-09-30 9:43:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,,,,,,1.0,"('christmas',)",,,,,,,,,,,,
7.81e+17,2752677905,New York City Today,2016-09-28 23:45:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('money',)",,,,,,,,,,,,,,,,,,,,
7.82e+17,2743327187,Washington Online,2016-10-01 1:40:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2587843805,KansasCityDailyNews,2016-09-28 12:30:00,,,1.0,"('hold',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('court',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2753211010,Phoenix Daily News,2016-09-30 1:22:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3071479646,Baltimore Online,2016-09-28 20:11:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2928870434,Newspeak Daily,2016-10-01 2:06:00,1.0,"('sex',)",0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,3.0,"('clinton', 'politics', 'trump')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,3071479646,Baltimore Online,2016-09-26 18:26:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,2.0,"('job', 'money')",,,,,,,,,,,,,,,,,,,,
7.8e+17,2587843805,KansasCityDailyNews,2016-09-26 17:15:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2611151319,Seattle Post,2016-09-29 15:53:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.83e+17,2587843805,KansasCityDailyNews,2016-10-02 15:33:00,,,0.0,(),1.0,"('hurricane',)",0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3899481526,Syria Today,2016-10-01 9:52:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('terrorist',)",,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2587843805,KansasCityDailyNews,2016-10-01 3:59:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,1.0,"('football',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2547141851,Chicago Daily News,2016-10-01 20:15:00,,,0.0,(),0.0,(),,,1.0,"('robbery',)",,,,,,,,,,,,,,,,,1.0,"('bank',)",,,,,,,1.0,"('bank',)",,,,,,,,,,,,,,,,,,,,
7.8e+17,2495567768,San Francisco Daily,2016-09-26 11:34:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('trump',)",,,1.0,"('manager',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,2530830345,New Orleans Online,2016-09-26 14:48:00,,,0.0,(),1.0,"('flood',)",1.0,"('flood',)",,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,"('insurance', 'rate')",,,,,,,1.0,"('parish',)",,,,,,,,,,,,
7.82e+17,2530830345,New Orleans Online,2016-09-29 14:59:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2928870434,Newspeak Daily,2016-09-29 18:15:00,1.0,"('health',)",0.0,(),0.0,(),,,1.0,"('arrest',)",,,,,,,,,,,,,,,,,2.0,"('manager', 'sale')",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8e+17,3074563039,St. Louis Online,2016-09-26 20:07:00,,,0.0,(),0.0,(),0.0,(),1.0,"('murder',)",,,,,,,,,,,,,,,,,1.0,"('bar',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3074563039,St. Louis Online,2016-09-28 20:37:00,,,0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('obama',)",,,2.0,"('boeing', 'sale')",,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2495567768,San Francisco Daily,2016-10-01 21:38:00,,,0.0,(),0.0,(),,,,,1.0,"('park',)",1.0,"('park',)",1.0,"('park',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2620614029,Philadelphia Online,2016-09-27 10:11:00,,,0.0,(),0.0,(),,,,,,,,,,,,,,,,,2.0,"('clinton', 'trump')",,,,,,,1.0,"('isi',)",,,1.0,"('job',)",,,,,,,,,,,,,,,,,,,,
7.82e+17,2495567768,San Francisco Daily,2016-09-29 19:55:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2495567768,San Francisco Daily,2016-10-01 6:02:00,1.0,"('body',)",0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2530830345,New Orleans Online,2016-09-28 22:27:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,3074563039,St. Louis Online,2016-10-01 12:27:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,1.0,"('credit',)",,,,,,,,,,,,,,,,,,,,
7.82e+17,2601235821,Pittsburgh Today,2016-09-30 10:45:00,,,0.0,(),0.0,(),,,,,1.0,"('park',)",1.0,"('park',)",1.0,"('park',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,3899481526,Syria Today,2016-09-29 8:08:00,,,0.0,(),0.0,(),1.0,"('control',)",0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('isi',)",,,,,,,,,,,,,,,,,,,,,,,,
7.81e+17,2624554209,Los Angeles Daily,2016-09-28 15:04:00,,,0.0,(),0.0,(),0.0,(),1.0,"('police',)",,,,,,,,,,,,,,,0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.82e+17,2530830345,New Orleans Online,2016-10-02 6:18:00,,,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,1.0,"('shoot',)",,,,,,,,,,,,,,,,,,,,,,,,
